Gene	log2FC	p_value
6202	0.5070	0.6516
26811	-0.8360	0.3888
94161	-21.7123	0.0298
94162	-0.1878	0.8195
94163	0.0344	0.9788
266675	-3.0212	0.1048
1263	-1.1189	0.2145
343521	-4.8377	0.0420
149478	-3.6716	0.0340
107984952	-2.3011	0.0293
8643	-0.7872	0.5588
8891	0.4115	0.1945
79654	-0.6430	0.0772
7389	-0.0450	0.9167
57643	-5.1664	0.4905
105378691	-2.6403	0.0108
400752	-2.3680	0.0173
84842	-0.3123	0.6215
4595	-0.1983	0.7959
114034	-0.3122	0.5498
10420	-0.1106	0.8842
126661	-0.1677	0.6868
25974	0.0872	0.7695
5052	-0.2138	0.4629
10327	-0.0181	0.9826
4678	0.8939	0.1753
149483	-0.1834	0.5625
60313	-0.3705	0.1672
728963	0.5850	0.5845
51249	0.3036	0.6366
3652	-0.7664	0.2530
105378693	0.0000	nan
23139	-2.0313	0.0602
105378694	14.4058	0.2722
110117499	-1.0882	0.6246
8503	-1.2228	0.5985
101929626	-17.1956	0.3065
10103	-0.7534	0.5316
110117498	0.0000	nan
55624	-1.2674	0.2200
541468	-0.5537	0.4102
8438	0.7556	0.1256
10489	-0.2359	0.5092
7388	0.5044	0.1317
387338	-0.3322	0.0673
2166	-1.7764	0.1266
729041	-17.6065	0.0502
101929651	0.0000	nan
127343	-13.3466	0.3066
105378696	17.1689	0.2722
100507423	-0.2514	0.6606
148930	0.0000	nan
8569	-1.0935	0.0357
148932	-1.0968	0.0980
105378697	4.1259	0.2958
64756	-0.4438	0.0765
374973	1.3737	0.5425
100130197	-0.9281	0.2214
9813	0.0720	0.9262
105378698	0.3761	0.7810
105378699	0.0000	nan
1580	0.0000	nan
163720	0.0000	nan
1579	0.0000	nan
260293	-14.9361	0.3886
199974	-12.7337	0.4950
284541	0.0000	nan
105378701	-1.0657	0.4866
100874253	-16.0803	0.2754
10158	-15.1469	0.2192
6886	-11.0177	0.4950
6491	1.2803	0.4549
51727	-0.5851	0.3096
102724077	0.3304	0.8061
2301	-16.4807	0.3066
84793	-0.5035	0.5036
2306	0.1910	0.9085
107984953	0.0000	nan
388630	0.7421	0.6496
105379778	14.9964	0.2722
391037	15.6676	0.2722
200010	-2.9855	0.2402
54558	-0.8370	0.2959
84871	-12.8626	0.4950
79656	-0.2063	0.8896
105378706	0.0000	nan
101929721	0.0000	nan
100874313	0.0000	nan
107984954	0.0000	nan
105378708	0.0000	nan
1996	0.0000	nan
105378709	0.0000	nan
107984955	17.4195	0.2722
105378711	0.0000	nan
105378710	0.0000	nan
105378712	16.0094	0.2087
63950	-14.5395	0.0710
105378714	0.0000	nan
11124	0.0566	0.8230
105378715	0.6900	0.6782
112268262	0.7057	0.6724
1031	-0.6696	0.0488
100616189	-20.1036	0.4950
102466656	-19.4400	0.3293
284546	-16.7515	0.3580
105378716	-1.3915	0.2285
26994	-0.6388	0.4185
22996	-0.5312	0.3217
105378717	-12.8587	0.4950
102724097	0.0000	nan
2060	-0.8065	0.2060
105378720	2.3526	0.3688
441884	17.6308	0.2722
105378719	18.3410	0.2722
114883	-0.4307	0.3230
4898	0.4734	0.5147
105378721	-0.3910	0.1269
100313892	-1.6819	0.1010
5865	0.4103	0.7184
51060	0.6333	0.1597
112970	-0.6393	0.1439
104355143	-18.0566	0.2314
91408	0.8149	0.4517
107984956	-17.5834	0.4950
9372	-1.2245	0.0312
200014	-0.6351	0.3130
4998	2.1739	0.1033
84950	0.1675	0.5269
23318	-0.6026	0.3565
105378723	0.0000	nan
2882	1.3800	0.3176
348378	0.7546	0.3948
65260	-0.7340	0.0817
79699	-0.1900	0.8524
440590	-0.7501	0.5013
55268	-1.5420	0.0054
6342	0.1239	0.8767
127435	-1.9603	0.1661
6512	-3.2162	0.1474
105378724	-1.0791	0.2369
1376	0.1864	0.6715
54987	1.2122	0.1165
4116	-1.0161	0.1963
100507564	0.9232	0.1096
7804	0.6079	0.6731
105378728	0.9002	0.5408
105378726	-1.5864	0.4602
105378732	-16.5364	0.3066
105378731	-13.6945	0.4950
105378730	-0.5757	0.8274
107984957	16.0008	0.1084
163742	0.0000	nan
105378733	0.0000	nan
63948	0.0000	nan
148979	-3.3927	0.0385
55706	0.9997	0.4872
54432	0.0322	0.9616
1733	0.5541	0.5270
51668	-0.0552	0.9142
115353	-0.5505	0.1054
388633	0.0000	nan
9528	-0.4927	0.2479
127428	-0.1719	0.5691
100616315	0.0000	nan
200008	0.0000	nan
606495	-0.6722	0.0352
51253	1.0155	0.1072
23648	-1.1100	0.1048
619518	-0.8162	0.4003
105378735	-14.0408	0.4950
105378734	18.8824	0.2722
26027	0.0611	0.9608
338094	-1.1697	0.4671
100527960	0.1350	0.7109
374977	-2.0916	0.0328
7268	0.0691	0.8476
25973	0.1194	0.8796
55001	-10.9927	0.4950
163747	0.0000	nan
1718	-0.9661	0.5737
107984958	1.4373	0.4665
107985760	20.8461	0.2722
105378736	0.0000	nan
199964	-14.0960	0.4950
7809	0.0000	nan
255738	-4.2390	0.4002
23358	-0.6139	0.4502
100507634	-2.0397	0.0981
109729135	0.0000	nan
100616272	0.0000	nan
105378740	-3.7470	0.4130
105378739	-14.5387	0.4950
105378738	0.0000	nan
105378737	-1.7778	0.4267
105378741	-0.9575	0.5689
105378744	-1.7526	0.4015
8613	-1.9500	0.0290
101929935	-14.9035	0.4950
5563	-0.7126	0.4891
199920	0.3901	0.5257
731	0.0000	nan
732	-14.0744	0.4950
105378745	0.0000	nan
112267900	-1.5236	0.3308
1600	-1.3306	0.3690
105378748	2.0315	0.4196
105378747	2.1856	0.4001
101926890	0.0000	nan
105378746	0.0000	nan
107984960	1.2590	0.1980
115209	-0.2573	0.4769
4070	-3.9268	0.2773
114803	0.1401	0.9027
112268263	-1.3670	0.5934
105378751	-4.3638	0.4084
3725	-0.9851	0.0843
100131060	-1.9334	0.2853
101926907	-1.2799	0.2110
107984961	19.6525	0.1849
105378753	-0.4474	0.6552
101926925	-1.9387	0.1014
729467	-1.3980	0.5275
105378756	-1.0879	0.2652
55277	0.6272	0.4735
100616409	0.0000	nan
101926944	0.0000	nan
105378758	0.0000	nan
51361	1.1637	0.5768
1573	-2.3900	0.2443
127795	-15.4612	0.4219
105378760	0.0000	nan
107984963	-15.7028	0.4950
105378761	0.0000	nan
107984962	0.0000	nan
107985379	1.8237	0.4508
105378763	0.0000	nan
101926964	0.0000	nan
105378764	0.0000	nan
100996570	-12.9177	0.4950
4774	0.2909	0.6745
645030	0.0000	nan
105378766	-13.6982	0.4950
107984964	0.0000	nan
414927	0.0000	nan
83941	-1.1142	0.0732
10207	-0.7272	0.1933
113219465	0.0000	nan
107984965	0.0000	nan
100422902	0.0000	nan
100422946	0.0000	nan
54596	3.9856	0.1598
163782	-0.9540	0.5825
105378768	-15.1407	0.2262
7398	0.2753	0.8079
85440	-0.7971	0.3353
27329	0.8116	0.6623
84938	-1.2739	0.0650
105378769	0.0000	nan
199899	0.0000	nan
105378770	0.0000	nan
100996301	0.0000	nan
27022	0.0000	nan
102464823	0.0000	nan
29929	0.0152	0.9888
23421	0.5095	0.5801
102724319	0.0000	nan
84455	-0.7796	0.1616
79469	-2.6466	0.1310
5236	-0.7887	0.1222
105378771	-1.9476	0.3711
4919	-0.4517	0.3004
105378772	17.0580	0.2722
101927034	0.9646	0.6114
105378773	-15.0217	0.2804
148581	-13.5908	0.4950
105378774	0.0000	nan
107984966	-17.6729	0.2269
57685	-1.0897	0.3055
100616338	0.0000	nan
55225	-0.3183	0.6792
3716	-0.0625	0.8886
101927084	-1.1312	0.4316
100500854	-21.4954	0.0007
406893	-17.6113	0.4950
205	-1.8688	0.0333
9829	-1.6713	0.2678
102724416	1.5145	0.4417
112268227	-0.5912	0.6505
3953	-0.5849	0.4307
54741	-0.5814	0.3606
5142	-0.6840	0.3420
101927139	0.0000	nan
105378776	0.7460	0.7314
84251	-0.3476	0.7659
100422871	3.4585	0.3110
200132	0.0748	0.9481
10022	16.0982	0.2722
79819	-1.2458	0.0366
57708	-0.0968	0.9049
23169	-0.5135	0.4341
400757	0.7111	0.7436
149233	16.1606	0.2722
3595	-1.3360	0.3235
105378779	-16.4485	0.2192
26135	0.9945	0.3581
102724481	0.0000	nan
105378780	0.0000	nan
1647	-0.2921	0.4902
55970	0.3847	0.7075
105378781	-15.5397	0.4950
100289178	0.1302	0.8403
9077	-0.0716	0.9327
79971	-0.1730	0.4730
100302279	0.0000	nan
105378782	0.0000	nan
6121	0.0000	nan
55635	3.7223	0.2974
101927220	19.0020	0.2722
107984967	0.0000	nan
105378783	0.0000	nan
105378785	14.9365	0.2722
105378787	17.8712	0.2722
105378786	0.0000	nan
105378788	0.0000	nan
105378789	15.9270	0.2722
105378790	0.0000	nan
57554	-0.3012	0.6307
5301	0.0000	nan
105378792	0.3595	0.7874
55631	0.4499	0.7056
9295	-0.4100	0.6084
81573	-0.0542	0.9471
11147	-0.4184	0.2064
102724548	1.6296	0.4388
1491	-0.6400	0.4863
105378793	0.0000	nan
105378794	0.0000	nan
101927244	-0.7192	0.6068
102724572	-12.9910	0.4950
5733	-0.1314	0.9419
107985517	-16.0049	0.1235
100132618	-0.5231	0.4094
9406	-0.2507	0.7759
406962	-2.1018	0.0361
100852410	-0.1656	0.8978
105378795	14.3360	0.2722
257194	-0.3207	0.6352
100852409	0.0000	nan
105378797	0.9018	0.0044
105378796	-15.5736	0.1293
105378798	0.0000	nan
339468	0.0000	nan
105378799	0.0000	nan
105378800	0.0000	nan
101927295	0.0000	nan
105378801	0.0000	nan
107985391	0.0000	nan
105378802	0.0000	nan
109729166	0.0000	nan
127255	0.4843	0.7357
100526835	-1.6391	0.0014
8790	-0.4009	0.6670
51086	-2.3484	0.0899
105378805	-1.4127	0.6356
105378803	-10.8665	0.4950
127254	-12.9466	0.4950
101927320	0.0000	nan
1429	-0.0250	0.9781
127253	-0.0139	0.9787
431707	-17.3152	0.2155
204962	-0.5956	0.6343
34	0.0677	0.9207
1744	-1.2361	0.3229
5876	0.6137	0.5222
692085	0.3006	0.8209
26805	-1.2603	0.2379
26804	0.0576	0.9670
4438	-1.1443	0.3603
127247	0.0000	nan
105378806	0.0000	nan
101927342	0.0000	nan
256435	0.5659	0.6227
105378807	0.0000	nan
110806286	-17.8811	0.2729
81849	0.1311	0.8400
102466995	21.2641	0.2722
10026	-0.0918	0.9235
105378808	-0.3532	0.8262
26289	1.0014	0.4092
26009	-0.8096	0.1114
23032	-0.6523	0.3110
374986	0.5622	0.6763
374987	-0.6340	0.4400
91624	-0.9064	0.3739
8880	0.2893	0.6151
11080	0.4188	0.7635
54810	-1.7423	0.4972
107984997	-13.0647	0.4950
149047	-15.2049	0.4950
5737	-2.2032	0.2454
10964	3.3193	0.3011
10561	0.1863	0.4379
64123	0.2994	0.7581
107984998	-14.0880	0.2192
105378810	0.0000	nan
105378812	0.0000	nan
105378811	0.0000	nan
107983999	0.0000	nan
101927412	0.0000	nan
105378813	0.0000	nan
107985018	0.0000	nan
23266	-0.2476	0.6086
101927434	0.0000	nan
105378814	0.0000	nan
107985396	0.0000	nan
103283057	-13.1337	0.4950
101927498	-14.5811	0.4950
107985037	0.0000	nan
105378816	-2.9602	0.1535
101927542	0.0000	nan
107985043	-4.6502	0.3940
101927587	-3.5044	0.3675
101927560	0.0000	nan
107985041	1.2506	0.4997
79739	-0.5199	0.5724
5567	-0.2598	0.7718
107985046	-11.7831	0.4950
112268230	0.0000	nan
148418	-0.0397	0.9515
391051	-15.3161	0.3066
58511	-12.6561	0.4950
80135	-0.1267	0.7697
2787	-0.6259	0.0383
100505741	-0.1853	0.7226
1486	-0.1317	0.8796
105378819	0.0096	0.9941
103695366	0.1015	0.9429
439927	0.0000	nan
117178	1.0293	0.5311
102724892	14.9018	0.2722
23566	2.0143	0.4105
255231	0.3762	0.8304
55283	-1.8944	0.0385
126820	-0.9864	0.2227
100616481	0.0000	nan
84144	-1.2202	0.1712
105378821	0.0000	nan
148423	-0.7314	0.2005
8915	0.4412	0.4969
646626	-0.3799	0.2700
23576	0.2681	0.8184
107985054	0.6847	0.6491
3491	0.2084	0.8409
107985057	-1.6490	0.0913
112268231	-1.3182	0.3280
54680	-0.4113	0.5704
105378823	-16.4935	0.0056
255631	-0.1641	0.8050
105378824	-2.2482	0.0219
105378825	-2.9861	0.1210
57489	-0.1758	0.8400
102465842	0.8781	0.6350
9635	-4.9824	0.3024
1179	-3.5328	0.5306
105378827	0.0000	nan
105378826	0.0000	nan
22802	-15.6082	0.3066
105378828	-0.2724	0.6205
9629	0.7893	0.7164
51100	0.0410	0.9596
105378831	-14.9513	0.4950
9403	0.3554	0.7046
9653	-1.1675	0.1692
339524	0.5493	0.4234
101927844	-15.9514	0.3033
8543	-0.2421	0.7824
100505768	-15.8975	0.3033
105378833	-0.4353	0.7960
105378834	-13.8166	0.2418
107985408	0.0000	nan
105378835	0.0000	nan
107985518	0.0000	nan
107985519	0.0000	nan
101927871	0.0000	nan
105378836	0.0000	nan
105378839	-16.7707	0.2772
101927891	-14.2630	0.2261
105378838	13.1311	0.2722
5586	-0.1081	0.9098
2959	-0.0280	0.8756
56267	-0.7507	0.2483
494115	-0.4188	0.4628
2635	-0.4267	0.6397
105378841	-0.4916	0.6343
2633	0.4000	0.6430
2634	0.5226	0.6563
112268267	-0.7811	0.2282
105378842	-1.6114	0.2146
388646	-13.9680	0.4950
115361	0.9747	0.4395
107985076	-15.0674	0.4950
105378843	0.0000	nan
115362	1.0341	0.4789
729930	0.0000	nan
163351	0.0000	nan
400759	0.3293	0.8014
105378844	14.9676	0.2722
23507	0.0444	0.9681
84230	0.8653	0.5728
400761	-0.8100	0.4333
107985743	-15.3638	0.3066
101927952	0.3974	0.7101
107985744	0.0000	nan
101927975	0.0000	nan
55144	-0.1999	0.7406
105378847	0.0000	nan
492303	-4.6553	0.0490
284695	-0.8068	0.2796
105378848	0.0000	nan
105378849	0.0000	nan
107985088	0.0000	nan
105378850	0.0000	nan
105378851	0.0000	nan
105378852	0.0000	nan
109616984	0.0000	nan
343472	17.5534	0.2722
105378853	-1.4110	0.3092
105378855	-18.5002	0.2642
105378854	-1.5686	0.6489
84146	-0.1158	0.8999
164045	-2.3990	0.2078
107985412	-15.7162	0.4950
107985417	0.0000	nan
105378856	-1.3091	0.3269
8317	0.1224	0.9259
102723436	-3.5106	0.0735
7049	-1.3912	0.2836
676	12.2450	0.2722
253152	-0.5675	0.8067
646817	-1.7519	0.0428
284697	-1.2300	0.1265
23285	-1.6114	0.0305
388649	-16.5750	0.3862
11146	-0.3679	0.6290
79871	-0.5168	0.4289
2672	-1.2436	0.2984
7813	-1.2741	0.1257
6125	0.9441	0.1396
388650	-1.2854	0.0719
6083	0.7284	0.6518
26782	0.5635	0.6233
22823	0.2247	0.7893
50999	0.1961	0.8620
343099	0.8820	0.5104
107985521	-0.5902	0.7162
100131564	-1.4369	0.2256
1810	-0.1846	0.6962
54874	-0.4571	0.5625
107985761	-18.6678	0.2192
8412	-0.9000	0.4107
100129046	-1.2838	0.4079
102723480	-1.0571	0.6557
723788	1.6073	0.4379
100126348	-18.5178	0.4950
100189133	-21.7411	0.3328
30836	0.4118	0.4832
2730	-0.0281	0.9710
24	-2.6739	0.0746
105378858	-1.9333	0.4630
9411	-0.1488	0.8727
107985092	-0.3213	0.7600
105378859	-1.0477	0.2616
5825	-0.1299	0.8883
2152	1.9676	0.3061
113219466	-18.9268	0.4950
105378861	-14.8661	0.2192
101928079	-3.0880	0.0098
105378860	-16.7518	0.1131
100616321	0.0000	nan
126969	-1.0024	0.1604
1266	-0.2611	0.6251
105378862	-2.0821	0.1351
729970	-1.6149	0.4089
199857	-0.0045	0.9870
105378863	-16.3297	0.0150
101928098	-15.1142	0.4950
148534	-1.1006	0.5652
100527978	-1.3206	0.0365
101928118	-2.2120	0.2680
25950	-1.2069	0.1128
100996630	0.0000	nan
105378864	0.0000	nan
105379825	0.0000	nan
101928169	0.0000	nan
107985420	0.0000	nan
440594	0.0000	nan
100996635	0.0000	nan
101928219	0.0000	nan
102723661	0.0000	nan
101928241	-1.3932	0.5582
105378866	-15.8839	0.4950
58155	-0.6645	0.4397
1806	-1.1518	0.0100
100873932	-2.7014	0.0022
105378867	4.0399	0.1271
100873933	-15.5377	0.4950
109729128	-1.0785	0.5135
400765	0.6139	0.6031
100616452	-19.7997	0.2448
406928	-19.0108	0.3065
729987	-1.0792	0.6382
51375	-0.5925	0.1955
163404	-11.5602	0.4950
100129620	0.0000	nan
9890	-0.0080	0.9937
107985093	0.0000	nan
101928270	0.0000	nan
54873	-1.8988	0.3847
391059	-0.3303	0.1989
178	-1.4553	0.3086
23443	-0.6841	0.4841
64645	-1.3662	0.2188
163786	-0.7699	0.5830
54482	-0.3714	0.7213
127495	0.4504	0.6961
1629	-0.2174	0.7020
100506007	-2.0894	0.0086
8634	0.7794	0.1969
693138	-20.3495	0.2691
8556	-1.3143	0.1223
105379827	-14.4468	0.4950
54112	-17.9635	0.0381
100128787	0.0000	nan
7412	-1.8463	0.4532
2135	-0.6022	0.4798
148867	-0.4102	0.5139
51611	0.0049	0.9838
102606465	-1.0129	0.1069
107985094	0.0000	nan
101928334	0.0000	nan
101928370	-0.6478	0.6439
1901	0.8328	0.1085
102723784	17.4556	0.0017
104355286	0.0000	nan
105378872	0.0000	nan
118427	11.3969	0.2722
94236	0.0000	nan
107985095	0.0000	nan
105378874	0.0000	nan
112268286	0.0000	nan
107985096	0.0000	nan
1301	-3.3879	0.0880
101928436	-14.9753	0.3065
55599	-1.1968	0.0951
280	-2.0115	0.0742
648740	-18.7548	0.1716
279	-4.1933	0.0714
276	-1.4112	0.1527
277	-1.5435	0.1082
105378878	0.0000	nan
278	-1.4772	0.1738
100129138	-17.7877	0.4950
105378879	0.0000	nan
105378880	0.0000	nan
105378881	0.0000	nan
101928476	0.0000	nan
105378882	0.0000	nan
105378883	0.0000	nan
105378884	0.0000	nan
107985116	0.0000	nan
105378886	0.0000	nan
105378885	0.0000	nan
105378887	0.0000	nan
105378889	0.0000	nan
105378888	0.0000	nan
55170	-0.6742	0.2199
22854	1.0743	0.4089
10451	0.2903	0.7895
102465839	0.0000	nan
100873946	0.0000	nan
107985124	0.0000	nan
29957	-0.1127	0.9007
148545	-16.5775	0.2646
653149	-16.7570	0.0625
284611	-1.1244	0.2454
113802	-0.5403	0.1321
105378890	-1.4441	0.1215
55119	-0.2765	0.7415
163479	-14.6189	0.4950
6814	-0.3934	0.6142
105378891	-2.0710	0.1289
254268	-3.9643	0.1362
642864	-16.9643	0.4950
107985159	15.5271	0.2722
29899	-0.7104	0.5378
23155	-0.5370	0.3442
22911	-0.7178	0.3796
6884	1.6746	0.3962
105378892	-1.7556	0.1023
56900	-0.2592	0.7234
677766	-17.8513	0.0658
127003	-16.2237	0.2448
57535	-0.5651	0.4557
6301	0.6941	0.5837
1952	-2.6924	0.0171
84722	0.2970	0.5215
343263	-11.8589	0.4950
6272	-1.9588	0.2713
5686	0.6780	0.0171
284612	-1.4059	0.2007
127002	-1.6762	0.0877
284613	-1.4220	0.0182
57463	-2.7053	0.1747
105378893	0.0000	nan
83873	-13.9662	0.2692
2773	1.0802	0.4220
406974	0.7282	0.6696
2780	-0.9191	0.4027
271	-1.5429	0.0735
2948	0.6061	0.4089
2946	-0.4354	0.4464
2944	1.4591	0.3283
2949	-0.5017	0.4232
2947	-1.1439	0.1556
79574	0.7282	0.6696
107985167	-14.5586	0.3066
1435	-2.1265	0.1281
10768	-0.3502	0.5962
85369	-1.2146	0.0159
105378895	-0.9065	0.6725
257	-1.3468	0.0428
104355139	-0.3489	0.8687
164153	-0.5968	0.7668
388662	1.7259	0.4342
105378897	1.7111	0.4704
100873974	-15.8933	0.2276
3749	-0.2653	0.7736
440600	0.7131	0.5347
64783	-2.2415	0.0137
9122	-0.4740	0.7169
10542	-0.5855	0.0392
101410535	0.6926	0.6499
84432	0.0000	nan
105378899	0.0000	nan
105378898	0.0000	nan
643160	16.7589	0.2722
440602	0.0000	nan
3744	0.0000	nan
3737	0.0000	nan
107985174	-11.8602	0.4950
3738	-1.9288	0.4826
105378901	15.8050	0.2722
963	1.7454	0.4642
55791	-0.1206	0.7644
128338	-0.8030	0.0003
10390	-1.1529	0.0089
79961	-0.5937	0.5483
107985180	-15.5132	0.4950
1117	-0.2072	0.9019
149620	0.0000	nan
27159	0.0000	nan
105378903	0.0000	nan
128344	-1.1286	0.0892
105378904	0.0000	nan
441897	0.0000	nan
5016	-2.0733	0.0152
79084	-0.1139	0.1269
515	0.8231	0.0205
128346	-1.3579	0.0141
57413	16.7563	0.2722
140	17.1859	0.2147
5906	1.6007	0.3770
100129269	-0.2807	0.7991
107985184	0.5671	0.6400
55924	-0.6095	0.3362
100506343	0.4066	0.4837
101928718	-0.3726	0.7295
11218	-0.8409	0.1028
3752	-0.4999	0.6437
100874295	-15.3210	0.4950
100873995	-15.0334	0.4950
643355	0.2250	0.8670
105378906	16.7160	0.2722
105378909	1.8090	0.4135
55917	-0.0334	0.9638
100422976	-17.8751	0.4950
7482	-0.3773	0.5380
54879	-0.6227	0.1844
829	0.0931	0.8893
4343	0.0897	0.8565
389	0.2288	0.7960
333926	-0.9595	0.1516
105378910	0.0000	nan
284467	-0.7955	0.6739
100996702	0.2201	0.8672
105378912	0.7952	0.6252
105378911	-14.3154	0.4950
113218506	0.0000	nan
6566	-0.2591	0.5884
246182	-17.8182	0.0093
100506392	-0.1860	0.8251
107985189	0.0475	0.9705
100996251	-0.7419	0.4645
9860	-0.5655	0.3155
643441	-12.7904	0.4950
260425	0.2760	0.7718
10745	-1.1221	0.1546
54665	-0.8896	0.3084
100287722	-0.4105	0.1916
26191	1.0981	0.5378
440603	0.6522	0.6735
10717	0.0670	0.7503
64858	0.2452	0.6914
101928846	0.6435	0.3984
204851	-0.5104	0.4645
56944	0.4127	0.3257
148281	-11.1968	0.4950
107985443	17.7330	0.2722
51592	-0.0597	0.9389
105378913	-16.7483	0.1602
10286	0.2242	0.4624
105378914	-1.1429	0.3915
163259	0.9277	0.5174
270	0.0000	nan
4893	1.0817	0.4242
7812	0.0360	0.9420
80143	0.2453	0.7528
6847	14.1366	0.2722
105378915	0.0000	nan
7252	16.4063	0.2722
10100	1.2956	0.1139
105378916	0.0000	nan
112840934	-0.2936	0.8061
4803	0.3366	0.6124
112268234	0.0000	nan
112268287	-1.7233	0.4701
81839	-0.2732	0.5412
845	-15.8121	0.4950
4808	-1.4558	0.3485
101928995	-15.6065	0.2261
101928977	0.9424	0.4944
55356	-1.8745	0.0424
126868	-3.7891	0.0200
105378918	-15.6679	0.2192
107985190	-15.6715	0.1896
105378919	0.0000	nan
105378920	0.0000	nan
476	-0.4256	0.1528
84852	0.1058	0.7480
101929023	-15.4587	0.4950
112268235	-1.8751	0.2255
965	-1.2170	0.1474
105378925	0.0000	nan
100616384	0.0000	nan
3321	-1.0850	0.1541
105378924	0.7110	0.7436
100302117	0.0000	nan
388667	0.0000	nan
105378926	0.0000	nan
914	0.0000	nan
105378927	0.0000	nan
5738	-1.2809	0.0583
9398	-0.7573	0.1727
101929099	0.8967	0.4494
8458	-0.0194	0.9785
100126331	-17.4137	0.4950
80263	-1.3843	0.1730
79679	0.0000	nan
104355292	0.0000	nan
10905	-0.3966	0.6408
100996263	0.0000	nan
54855	-1.2025	0.3933
105378929	0.3675	0.8219
54834	-0.3596	0.3487
10885	-0.5575	0.0709
200162	-1.0812	0.3394
105378930	0.0000	nan
107985447	16.3101	0.2722
6913	-0.7930	0.3331
105378933	-16.7593	0.2418
107985191	0.0000	nan
10352	-0.5847	0.0045
104472716	-16.7320	0.3293
101929147	-1.5765	0.0573
107985192	0.0884	0.9374
105378934	-15.2647	0.4950
51179	-19.2769	0.4762
100874270	0.0000	nan
3284	-15.9515	0.4950
105378935	0.0000	nan
3283	-13.1262	0.4950
128102	4.7452	0.2878
644242	-2.2023	0.4883
90874	-0.7261	0.3459
105378937	-0.8586	0.6045
26227	0.2620	0.8504
105378936	-1.1980	0.3732
3158	0.0000	nan
83998	0.0000	nan
105378938	2.1862	0.1692
343505	4.3133	0.1561
11085	0.0000	nan
4853	-1.1253	0.2440
101929178	-0.4596	0.7223
105378939	16.9675	0.2722
105378940	0.0000	nan
9554	0.0354	0.9089
107985522	-0.5341	0.4675
105378941	-1.0176	0.2993
105378954	0.4272	0.6014
101929788	-1.8171	0.2394
728841	-0.9557	0.2012
107985523	-0.1601	0.8362
767846	-1.2210	0.2890
100996724	-1.4112	0.1312
107985524	-1.3410	0.2450
105378944	16.4391	0.2722
105378943	-1.1917	0.2183
101929796	-0.0187	0.9850
101060684	-0.8122	0.2187
107985762	0.0000	nan
101954277	0.0000	nan
653505	-1.2140	0.4878
728855	-0.3632	0.5019
100996720	-0.3599	0.6868
101954264	0.0000	nan
107985763	-17.6658	0.4950
105369199	-16.5962	0.0007
101929798	-0.4535	0.3943
107985748	0.0000	nan
107985749	0.0000	nan
107985750	0.0000	nan
106479023	-1.3079	0.2463
2210	-3.0668	0.0444
100996318	-1.2885	0.2576
337875	-1.2109	0.3880
653820	0.8532	0.5606
653464	-0.8053	0.0795
107985193	1.6580	0.2945
100873165	-0.7458	0.4848
107985194	-2.5877	0.0136
647121	-1.4617	0.2404
107985195	-15.0405	0.3066
101929814	15.9471	0.1797
105371172	-13.3984	0.4950
105371175	0.9773	0.4487
107985200	-0.2748	0.1312
107985201	0.1926	0.7273
101927452	-14.4900	0.4950
112268275	0.0000	nan
112268273	-16.8150	0.2691
100189261	0.0000	nan
101954269	0.0000	nan
26863	-0.4568	0.7514
791227	0.0000	nan
105369140	0.8288	0.5912
100189142	-17.6903	0.4950
100189326	0.0000	nan
199882	-11.5776	0.4950
100189356	0.0000	nan
338391	-2.1378	0.2432
100132417	-16.5719	0.0007
440686	-1.3100	0.2607
105371209	-15.9755	0.4950
554282	0.9315	0.4266
100996712	-1.4959	0.0070
105371207	0.0000	nan
105371206	1.0318	0.4210
100996732	-0.2394	0.2896
101060524	4.0889	0.2979
101927333	0.0000	nan
105371196	0.0000	nan
730262	0.6242	0.5878
105373467	-16.0700	0.1082
101954267	-16.4736	0.4950
100189323	20.9616	0.2722
284565	-0.9630	0.1291
105371211	-0.7518	0.5247
6063	0.0000	nan
105379574	-0.5220	0.6529
100189127	0.0000	nan
728945	2.3935	0.0391
101929826	0.0000	nan
105371214	0.0000	nan
105371215	1.5730	0.4429
101927429	-0.9845	0.2966
1818	4.1961	0.2959
645166	0.1773	0.0281
105371216	0.9686	0.4355
105371217	-13.4086	0.4950
107985528	1.3741	0.5424
647135	-0.8365	0.0246
107985595	0.7100	0.6710
728833	0.6312	0.5668
105371219	0.6142	0.2784
107985754	1.7105	0.4706
101929805	-0.4283	0.5714
107985614	0.0000	nan
107985615	-17.6903	0.4950
103091866	-1.0658	0.0819
100996740	-0.3110	0.6691
645142	1.7105	0.4706
101954266	-18.0909	0.2754
7214	0.0000	nan
100288142	-0.7707	0.2402
105371312	-1.0480	0.1507
105371288	-14.6815	0.2192
107985755	-19.0426	0.4950
107985751	0.0000	nan
101929780	-0.7714	0.0687
653519	-0.2457	0.3376
5174	-0.9327	0.3920
11126	-2.0269	0.0374
27246	-0.1449	0.6665
10623	0.4375	0.2752
200035	0.3417	0.1830
10401	-0.8631	0.1691
102466191	-20.8057	0.2729
148741	0.0146	0.9860
107985593	-15.8777	0.3032
8515	-0.7335	0.7133
8799	0.5720	0.5611
114814	-0.5021	0.0775
9939	0.0495	0.6988
105371260	-0.0123	0.9835
128077	-0.0461	0.9578
84265	-0.1372	0.8128
284615	-0.8975	0.5911
10628	-1.9014	0.2642
148738	0.0000	nan
100189384	0.0000	nan
100189064	0.0000	nan
100188991	20.0585	0.2722
100189198	0.0000	nan
